id,category,file_path,original_text,processed_text,sentiment,publish_time,likes,comments,shares
612,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.mideast\77218,"Yedi'ot Ahronot, April 9, 1993. Excerpt. EACH ONE AND HIS OWN NEVO* (* A reference to General Azri'el Nevo, Shamir's Military Secretary. Irrelevant to this excerpt.) By Nahum Barne'a . . . In mid '91 SHABAK found itself in the center of another storm [...]. A year and a half earlier, Khaled Sheikh Ali, 27, a member of the Islamic Jihad, died at the SHABAK installation in Gaza prison. The two SHABAK interrogators who were responsible for his death were put on trial. In September '91 the Supreme C",yedi ot ahronot april excerpt each one own nevo reference general azri el nevo shamir military secretary irrelevant excerpt nahum barne mid shabak found itself center another storm ... year half earlier khaled sheikh ali member islamic jihad died shabak installation gaza prison two shabak interrogators who responsible death put trial september supreme court rejected appeal sentenced months prison as far as known first time israel history shabak operatives sent prison supreme court unanimously rejected warning director shabak sentence detrimental effectiveness other interrogators ... judges case ... barak goldberg matza when realized own interrogators agreed talk deputy state attorney rachel sukkar sp placed charge investigating affair ... questioned directors all shabak divisions investigated only matter death gaza prison discovered not only torture also culture lies which judge landau described report two years before still very much existence nothing changed report classified seen only ten people among prime minister people,负面,2003-03-18 20:24:51,171,126,32
613,rec.sport.hockey,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.hockey\53689,"In article <C5JABD.812@acsu.buffalo.edu> hammerl@acsu.buffalo.edu (Valerie S. Hammerl) writes: First,Happy Birthday,Val. Second, ESPN's affinity with Patrick has probably more to do with the travel/production costs for a once a week NHN(National Hockey Night) affair.(ESPN-ABC owner,Capital Cities, is a company known for being quite thrifty with minimal overhead costs. It's quite possible that Jim Schoenfeld may be working for doughnuts :-). Gary Thorne and Bill Clement are both NJ-based and the ",article jabd acsu buffalo edu hammerl acsu buffalo edu valerie hammerl writes first happy birthday val second espn affinity patrick probably more travel production costs once week nhn national hockey night affair espn abc owner capital cities company known quite thrifty minimal overhead costs quite possible jim schoenfeld working doughnuts gary thorne bill clement both nj based rest espn crew resides suburban ct very close proximity tri state area plus makes sense terms solid hockey following northeast corridor pa ny nj dc maryland whereas adams only american based teams out which buffalo hartford not top tv markets ppv mark,中性,2003-03-18 20:24:22,377,86,76
614,soc.religion.christian,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\soc.religion.christian\20697,"for SRC In most languages, the Feast of the Resurrection of Our Lord is known as the PASCH, or PASQUE, or some variation thereof, a word which comes from the Hebrew PESACH, meaning ""Passover."" In English, German, and a few related languages, however, it is known as EASTER, or some variation thereof, and questions have been asked about the origin of this term. One explanation is that given by the Venerable Bede in his DE RATIONE TEMPORUM 1:5, where he derives the word from the name of an Anglo-Sa",src most languages feast resurrection lord known as pasch pasque variation thereof word which comes from hebrew pesach meaning passover english german few related languages however known as easter variation thereof questions asked about origin term one explanation given venerable bede de ratione temporum where derives word from name anglo saxon goddess spring called eastre bede great scholar natural take word lived augustine began preaching kent use word easter describe feast well established before birth bede probably before birth anyone discussed subject seems likely derivation just guess based awareness there anglo saxon goddess spring bearing name resemblance words thus if said resemblance surely not surprising personification spring name similar word dawn not istelf convincing testimony rather conjecture bede not make more assuming bede right not justify saying christian celebration which after all going centuries before name easter applied pagan roots wo,正面,2003-03-18 20:24:42,446,56,94
615,comp.graphics,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.graphics\38286,"On sunsite.unc.edu in pub/multimedia/utilities/unix find mpeg_play-2.0.tar.Z. I find for mono it works best as mpeg_play -dither threshold though you can use mpeg_play -dither mono Face it, this is not be the best viewing situation. Also someone has made a patch for mpeg_play that gives two more mono modes (mono2 and halftone). They are by jan@pandonia.canberra.edu.au (Jan Newmarch). And the patch can be found on csc.canberra.edu.au (137.92.1.1) under /pub/motif/mpeg2.0.mono.patch. Leon Dent lcd",sunsite unc edu pub multimedia utilities unix find mpeg play tar find mono works best as mpeg play dither threshold though can use mpeg play dither mono face not best viewing situation also someone made patch mpeg play gives two more mono modes mono halftone jan pandonia canberra edu au jan newmarch patch can found csc canberra edu au under pub motif mpeg mono patch leon dent lcd umcc umich edu,正面,2003-03-18 20:23:48,150,180,15
616,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.mac.hardware\50531,In article <summeral.733961443@rintintin.Colorado.EDU> summeral@rintintin.Colorado.EDU (Summerall Thomas G) writes: You get a mic with the C650 if you get it with the internal CD ROM drive. Gary -- ----- Gary Snow uunet!clark!gsnow or gsnow@clark.edu,article summeral rintintin colorado edu summeral rintintin colorado edu summerall thomas writes get mic if get internal cd rom drive gary gary snow uunet clark gsnow gsnow clark edu,中性,2003-03-18 20:24:00,383,176,29
617,comp.graphics,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.graphics\38468,"Help! How do you write to the second bank/page of memory when in VGA 320x200x256 colour mode?. ie: to perform page flipping animation and buffering of the screen. I have tried using the Map Mask Registers, but this does not perform the required task (Although it does do something). Note: It *must* be able to work on a standard VGA (ie: not necessarily a SVGA card). Many thanx in advance... Andrew",help how write second bank page memory when vga colour mode ie perform page flipping animation buffering screen tried using map mask registers not perform required task although something note able work standard vga ie not necessarily svga card many thanx advance ... andrew,中性,2003-03-18 20:23:49,271,51,58
618,rec.motorcycles,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.motorcycles\104624,"CB> DON'T BE SO STUPID AS TO LEAVE YOUR HELMET ON THE SEAT WHERE IT CAN CB> FALL DOWN AND GO BOOM! Ryan> Another good place for your helmet is your mirror (!). I kid you not. This is very bad advice. Helmets have two major impact absorbing layers... a hard outer shell and a closed-cell foam impact layer. Most helmets lose their protective properties because the inner liner compacts over time, long before the outer shell is damaged or delaminates from age. Dr. Hurt tested helmets for many years f",cb don stupid as leave helmet seat where can cb fall down go boom ryan another good place helmet mirror kid not very bad advice helmets two major impact absorbing layers ... hard outer shell closed cell foam impact layer most helmets lose protective properties because inner liner compacts over time long before outer shell damaged delaminates from age dr hurt tested helmets many years following landmark study estimated helmet can lose up effectiveness from inner liner compression video produced discusses phenomenon detail puncture compression type caused mirrors sissy bars other relatively sharp objects worst offender even when comfort liner unaffected dents holes foam can seriously degrade effectiveness helmet if habit parking lid mirrors suggest look under comfort liner condition foam if significantly damaged missing replace helmet jerry lotto lotto lhasa harvard edu msfci hogssc bcso ama dod chemistry dept harvard univ harley ll ride if want ...,负面,2003-03-18 20:24:16,155,223,90
619,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.mac.hardware\50489,"truesdel@ics.uci.edu (Scott Truesdell) writes: What phony names? My name is clearly visible in the headers, and I sing the post with my account name. If you have a problem with that, then you will have to get over it. I've used this account name for over 10 years and the people who have been reading newsgroups for the last 7 generally recognize ""Hades"" as my account name. I have no intention of changing the way I post. It isn't Apple's responsibility to tell its customers how to fool around with",truesdel ics uci edu scott truesdell writes what phony names name clearly visible headers sing post account name if problem then get over ve used account name over years people who reading newsgroups last generally recognize hades as account name intention changing way post isn apple responsibility tell customers how fool around hardware what apple service techs get paid personally like design applaud apple coming up good way make use front space all drive bays like lot better than design except people who need drive arrays however agree about lw pro design again not apple place make easy non certified service people fool around apple hardware even if buy course free what want mac just don get upset when apple service rep tells warranty longer valid sounds like kind problem when installed mb simms into lc back before low profile mb simms readily available standard mb simms contact top case make bit difficult close lc close work just fine one nice things about logic boards ge,中性,2003-03-18 20:23:59,164,126,9
620,talk.politics.guns,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.guns\55041,"In article <C5uIHo.8LK@chinet.chi.il.us> dhartung@chinet.chi.il.us (Dan Hartung) writes: :gt6511a@prism.gatech.EDU (COCHRANE,JAMES SHAPLEIGH) writes: :>On the subject of CS/CN/tear gas: when I received my initial introduction to : :You couldn't find a window after six hours? : :-- : Daniel A. Hartung -- dhartung@chinet.chinet.com -- Ask me about Rotaract Have you ever been violently sick repeatedly? I have, and it was difficult to drag myself back to my bed, much less move through a building ful",article uiho lk chinet chi il dhartung chinet chi il dan hartung writes gt prism gatech edu cochrane james shapleigh writes subject cs cn tear gas when received initial introduction couldn find window after six hours daniel hartung dhartung chinet chinet com ask me about rotaract ever violently sick repeatedly difficult drag myself back bed much less move through building full smoke debris especially when most likely already disoriented from lack sleep constant psychological abuse ... throw fact safety outside consists people who shot me thrown grenades me currently knocking house down tanks understand if bd inclined stay put center building ... james cochrane when danger doubt run space gt prism gatech edu circles scream shout rent,中性,2003-03-18 20:24:47,349,62,58
621,comp.windows.x,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.windows.x\67365,"Hi All! I tried to run SoftPC, a PC emulation software program, installed on a Silicon Graphics workstation from a Human Design System (HDS) X terminal, and everything went fine, except the fonts could NOT be converted from one type of format to the other - HDS uses different font format from SGI worksation. So, I have the following questions: 1. How do you resolve different font formats from different machines? 2. Is there a program to convert one type of font format to another? If you have sim",hi all tried run softpc pc emulation software program installed silicon graphics workstation from human design system hds terminal everything went fine except fonts not converted from one type format other hds uses different font format from sgi worksation following questions how resolve different font formats from different machines there program convert one type font format another if similar problems experiences found solution please let me know help greatly appreciated thank advance help information tom nguen edwind lims lerc nasa gov,中性,2003-03-18 20:24:05,227,189,3
622,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.mac.hardware\50450,"In article <C5115s.5Fy@murdoch.acc.Virginia.EDU> jht9e@faraday.clas.Virginia.EDU (Jason Harvey Titus) writes: There's absolutely no reason why differences in the DRAM access time _alone_ would cause an incompatibility. There would have to be another difference between the SIMMs for there to be a problem. I've often used memory of different speeds with no problems whatsoever. As long as it's as fast (or faster) than the minimum requirement you should be fine. Just out of curiosity, did you actual",article fy murdoch acc virginia edu jht faraday clas virginia edu jason harvey titus writes there absolutely reason why differences dram access time alone cause incompatibility there another difference between simms there problem ve often used memory different speeds problems whatsoever as long as as fast faster than minimum requirement fine just out curiosity actually try see problem told wouldn work never tried also out curiosity know exactly who cupertino dealer talked as like find out what re basing recommendation dale adams apple computer inc,中性,2003-03-18 20:23:59,456,4,13
623,comp.graphics,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.graphics\38736,"I was chaining around in the anonymous ftp world looking for 3D Studio meshes and other interesting graphical stuff for the program, and found a few files with the extension 3D2. My 3DS v2.01 doesn't know this type of file, so what are they? And of course, the perennial... Where are some meshes, fli files, etc. out there? I would have thought that someone would have collected a few and put them somewhere, but alas I am without this knowledge. mucho appreciato douginoz.",chaining around anonymous ftp world looking studio meshes other interesting graphical stuff program found few files extension ds doesn know type file what course perennial ... where meshes fli files etc out there thought someone collected few put somewhere alas am without knowledge mucho appreciato douginoz,中性,2003-03-18 20:23:50,24,134,49
624,talk.politics.guns,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.guns\54155,"/ iftccu:talk.politics.guns / hays@ssd.intel.com (Kirk Hays) / 3:31 pm Apr 13, 1993 / Good point, Kirk. He's still around too. He's responded by email to a couple of my posts, and gosh darn, he's gotten down right civil! This happed about the time he got his first firearm. Wonder if there is a relationship here? Turns out that MOST people (at least the ones who are not criminals to start with) act responsibility once given the chance. Rick.",iftccu talk politics guns hays ssd intel com kirk hays pm apr good point kirk still around too responded email couple posts gosh darn gotten down right civil happed about time got first firearm wonder if there relationship here turns out most people least ones who not criminals start act responsibility once given chance rick,中性,2003-03-18 20:24:45,5,17,85
625,talk.religion.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.religion.misc\83713,"In article <JOSHUA.93Apr19183833@bailey.cpac.washington.edu>, joshua@cpac.washington.edu (Joshua Geller) wrote: LEWB>> Lets add to those percentages 13-15% for the Orphaic docterians brought LEWB>>to the group by Paul/Saul who was a high ranking initiate. On the LEWB>>development of Orphaic Mysteries, see Jane Harrisons .Prolegomena to the LEWB>>study of Greek religion. Cambridge U Press 1922. and you can easly draw LEWB>>your own conclusions. josh> perhaps you can quote just a bit of her argume",article joshua apr bailey cpac washington edu joshua cpac washington edu joshua geller wrote lewb lets add percentages orphaic docterians brought lewb group paul saul who high ranking initiate lewb development orphaic mysteries see jane harrisons prolegomena lewb study greek religion cambridge press can easly draw lewb own conclusions josh perhaps can quote just bit argument love bit later copy harrison packed last chapter as best as can rember deals orphic mysteries views women though not come out say strongly implyed christian view drawn heavly from orphic other major cults time pegasus,正面,2003-03-18 20:24:56,316,104,99
626,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.mideast\75942,"In article <48090@sdcc12.ucsd.edu> hminassi@sdcc13.ucsd.edu (HM) writes: You can dream whatever you wish. We have demands from the Armenians. With the Government of x-Soviet Armenia, we would sit down, go over all our outstanding issues, whether it's land or reparations or recognition, whatever it is. We'd like to sit down and ask for it. By all means, lands and properties were taken away from us and they should be returned to the rightful owners, the Turkish and Kurdish people, who were there 3",article sdcc ucsd edu hminassi sdcc ucsd edu hm writes can dream whatever wish demands from armenians government soviet armenia sit down go over all outstanding issues whether land reparations recognition whatever like sit down ask all means lands properties taken away from returned rightful owners turkish kurdish people who there years long before armenians ever showed up area entire population region subjected genocide beyond belief genocide which planned exterminate whole turkish people region last man woman child armenians tortured massacred millions defenseless civilians assemble innocent civilians mosques burn buildings one methods even today traveler region seldom free from evidence armenian crimes if stomach strongly recommend following references armenian genocide muslims many more also available erzurum van turkish genocide museums neside kerem demir bir sehid anasina tarihin soyledikleri turkiye nin ermeni meselesi hulbe basim ve yayin ankara veysel eroglu ermeni mezalimi sebil yayinevi istanbul alper gazigiray osmanlilardan gunumuze kadar vesikalarla,负面,2003-03-18 20:24:49,2,121,87
627,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.baseball\102648,"In article <C50M9D.Dv@murdoch.acc.Virginia.EDU>, drw3l@delmarva.evsc.Virginia.EDU (David Robert Walker) writes: I'm not quite sure how these numbers are generated. It appears that in a neutral park Bo's HR and slugging tend to drop (he actually loses two home runs). Or do they? What is ""equivalent average?"" One thing, when looking at Bo's stats, is that you can see that KC took away some homers. Normally, you expect some would-be homers to go for doubles or triples in big parks, or to be caught,",article dv murdoch acc virginia edu drw delmarva evsc virginia edu david robert walker writes not quite sure how numbers generated appears neutral park bo hr slugging tend drop actually loses two home runs what equivalent average one thing when looking bo stats can see kc took away homers normally expect homers go doubles triples big parks caught matter expect lots doubles triples anyway bo despite speed hit very few doubles not many triples expect value risen quite considerably neutral park felix jose player fairly neutral park offhand guess bo around player maybe not even close put him about there too note hadn realized media hyped him much thought always viewed as better football player only baseball only one hr rbi season kc wasn winning note maybe harped bit past there mistake made sdcn as known group respect players like bo deion lofton perhaps others find if look large group players past major minor league numbers predict future numbers fairly well thei,正面,2003-03-18 20:24:18,88,201,86
628,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.baseball\102663,"In article <C51vwC.Lru@usenet.ucs.indiana.edu> bodom@silver.ucs.indiana.edu (Br ian Odom) writes: It depends on which uniforms you are talking about. For the last couple of years I believe Toronto and Pittsburgh has used the same uniforms, or at least very similar. The home jerseys had the team nick name (Blue Jays or Pirates), but the road jerseys had the name of the city (Toronto or Pittsburgh). I believe this is the way most teams design their uniforms. -- Chris",article vwc lru usenet ucs indiana edu bodom silver ucs indiana edu br ian odom writes depends which uniforms talking about last couple years believe toronto pittsburgh used same uniforms least very similar home jerseys team nick name blue jays pirates road jerseys name city toronto pittsburgh believe way most teams design uniforms chris,正面,2003-03-18 20:24:18,102,40,82
629,talk.politics.guns,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.guns\54182,"In article <1993Apr5.220457.6800@spdc.ti.com> dwhite@epcot.spdc.ti.com (Dan White) writes: There are, but not any that would help Texans: In many states, such laws have been found to violate the state constitution. But the federal Second Amendment does not apply directly to the states. It was written to limit the federal government only. The Fourteenth Amendment was written to extend the restrictions of the Bill of Rights to the state level. However, the exact wording of the Fourteenth Amendment",article apr spdc ti com dwhite epcot spdc ti com dan white writes there not help texans many states such laws found violate state constitution federal second amendment not apply directly states written limit federal government only fourteenth amendment written extend restrictions bill rights state level however exact wording fourteenth amendment very vague supreme court dancing around issue without facing directly over years practice bill right indirectly applies through fourteenth applies state governments only if supreme court ruled particular provision court made such rulings second amendment frank crary cu boulder,中性,2003-03-18 20:24:45,173,178,16
630,talk.politics.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.misc\179054,"THE WHITE HOUSE Office of the Press Secretary ___________________________________________________________________ For Immediate Release April 23, 1993 PRESS BRIEFING BY DEE DEE MYERS The Briefing Room 10:35 A.M. EDT MS. MYERS: At 1:00 p.m., we're having a press conference, Bill, in the East Room. And then Saturday the President will leave here at roughly 8:00 a.m. and fly down to Jamestown. He will spend the day there, overnight at Camp David. On Sunday, it's unclear exactly what time he'll leav",white house office press secretary immediate release april press briefing dee dee myers briefing room edt ms myers re press conference bill east room then saturday president leave here roughly fly down jamestown spend day there overnight camp david sunday unclear exactly what time ll leave camp david fly boston ll leave from hagerstown press plane leave from washington meet what kind plane taking ms myers taking ll probably take from hagerstown ms myers from hagerstown air force one doesn fly out hagerstown apparently how pool travel ms myers pool meet him ahead time guess pool travel press plane wait him airport there currently provision ll double check because there currently provision think standard operating practice pool not going meet him watch him get plane hagerstown ms myers don believe what time boston ms myers going meet there group citizens mostly people who supported during campaign around re still working out final times airport,中性,2003-03-18 20:24:55,277,144,89
631,rec.autos,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\rec.autos\103165,"In article <1r8uckINNcmf@gap.caltech.edu> wen-king@cs.caltech.edu (Wen-King Su) writes: Same engine, different state of tune (less hp and maybe more torque). My friend at work regularly takes 6 people in his and it seems to haul around just fine. Jeff Goss",article uckinncmf gap caltech edu wen king cs caltech edu wen king su writes same engine different state tune less hp maybe more torque friend work regularly takes people seems haul around just fine jeff goss,中性,2003-03-18 20:24:13,146,184,17
632,sci.crypt,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.crypt\15204,"How can the government tell which encryption method one is using without being able to decode the traffic? i.e., In order to accuse me of using an unauthorized strong encryption technique they would have to take both keys out of escrow, run them against my ciphertext and ""draw a blank"". I can imagine the ciphertext exhibiting certain statistical characteristics that might give a clue as to the encryption technique used, but not enough to give a handle for diferential cryptoanalysis. However, sup",how can government tell which encryption method one using without able decode traffic order accuse me using unauthorized strong encryption technique take both keys out escrow run against ciphertext draw blank can imagine ciphertext exhibiting certain statistical characteristics give clue as encryption technique used not enough give handle diferential cryptoanalysis however superencipherment other scheme shapes percieved properties ciphertext thwart,中性,2003-03-18 20:24:26,118,13,89
633,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\comp.sys.mac.hardware\52240,"Sure thing. Here are the FIrstClass systems in those area codes: MacValley Online Burbank, CA (818) 840-0518 The Drawing Board Hacienda Heights, CA (818) 965-6241 BPS Hollywood, CA (213) 874-1919 SanGabriel Valley MUG Pasadena, CA (818) 790-5426 And here is all of California (unformated, sorry): Middle Earth Anaheim, CA (714) 828-9758 Byte Out of The Apple Benecia, CA (707) 747-0306 Planet BMUG Berkley, CA (510) 849-2684 MacValley Online Burbank, CA (818) 840-0518 Gentle Rain Forum Claremont, CA",sure thing here firstclass systems area codes macvalley online burbank ca drawing board hacienda heights ca bps hollywood ca sangabriel valley mug pasadena ca here all california unformated sorry middle earth anaheim ca byte out apple benecia ca planet bmug berkley ca macvalley online burbank ca gentle rain forum claremont ca cyberspace bbs culver city ca allnet cupertino ca boy club cupertino ca meme net fresno ca sierra mouse trap grass valley ca drawing board hacienda heights ca public bbs half moon bay ca bps hollywood ca imagine net irvine ca enet la canada ca guerilla symbiotics la verne ca macrocosm livermore ca onenet los altos ca macisland los angeles ca macshasta mt shasta ca foundation newhall ca sangabriel valley mug pasadena ca gooey bbs point mugu ca servant christian bbs redondo beach ca sbamug redondo beach ca ez ok san diego ca not emptv san diego ca harry bbs san francisco ca bare,中性,2003-03-18 20:24:02,30,180,61
634,sci.crypt,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.crypt\15602,D. Wigglesworth (smhanaes@gpu.utcc.utoronto.ca) wrote: : Do you know of any freely distributable c++ (or c) code for public : key cryptography (such as RSA)? : I've tried various archie searches to no avail. Have you heard of PGP? I assume from your post that you have not. PGP 2.2 is a freeware RSA encryption program which includes digital signatures and comprehensive key management facilities. Most sites also keep the source code. A growing number of people are using this excellent software to ,wigglesworth smhanaes gpu utcc utoronto ca wrote know freely distributable code public key cryptography such as rsa ve tried various archie searches avail heard pgp assume from post not pgp freeware rsa encryption program which includes digital signatures comprehensive key management facilities most sites also keep source code growing number people using excellent software encrypt very high standard email data get before clinton outlaws two many sites rsa com pub pgp soda berkeley edu pub cypherpunks pgp hope helps jon jon saville who alive can say thou art ee jks brunel ac uk poet st not tell thy dreams keats pgp public key available upon request finger,中性,2003-03-18 20:24:27,128,20,89
635,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.baseball\102707,"In article <lloyd-060493114752@128.32.250.77> lloyd@uclink.berkeley.edu (Lloyd Nebres) writes: Maybe I'm just a child of the 80's, but I really liked the Marlins' uniforms. The helmets shine nicely in the sun. It's enough to make me a fan. -- ted frank | ""However Teel should have mentioned that though thf2@kimbark.uchicago.edu | his advice is legally sound, if you follow it the u of c law school | you will probably wind up in jail."" standard disclaimers | -- James Donald, in misc.legal",article lloyd lloyd uclink berkeley edu lloyd nebres writes maybe just child really liked marlins uniforms helmets shine nicely sun enough make me fan ted frank however teel mentioned though thf kimbark uchicago edu advice legally sound if follow law school probably wind up jail standard disclaimers james donald misc legal,正面,2003-03-18 20:24:18,260,36,2
636,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.baseball\102673,"Hi Gang, I'd like to subscribe to the White Sox mailing list, if one exists. Can someone please e-mail me the address? Thanks alot, -John jhunter@mta.ca",hi gang like subscribe white sox mailing list if one exists can someone please mail me address thanks alot john jhunter mta ca,正面,2003-03-18 20:24:18,531,188,64
637,alt.atheism,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\alt.atheism\51306,"I have a request for those who would like to see Charley Wingate respond to the ""Charley Challenges"" (and judging from my e-mail, there appear to be quite a few of you.) It is clear that Mr. Wingate intends to continue to post tangential or unrelated articles while ingoring the Challenges themselves. Between the last two re-postings of the Challenges, I noted perhaps a dozen or more posts by Mr. Wingate, none of which answered a single Challenge. It seems unmistakable to me that Mr. Wingate hope",request who like see charley wingate respond charley challenges judging from mail there appear quite few clear mr wingate intends continue post tangential unrelated articles while ingoring challenges themselves between last two re postings challenges noted perhaps dozen more posts mr wingate none which answered single challenge seems unmistakable me mr wingate hopes questions just go away level best change subject given seems rather common net theist tactic like suggest impress upon him desire answers following manner ignore future articles mr wingate not address challenges until answers explictly announces refuses if respond one articles include within something similar following please answer questions posed charley challenges really not looking humiliate anyone here just want honest answers wouldn think honesty too much ask from devout christian nevermind rhetorical question dave wood,正面,2003-03-18 20:23:45,169,188,34
638,talk.religion.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.religion.misc\83919,"In article <cocoaC5uG2q.KsB@netcom.com> cocoa@netcom.com writes: misrael@csi.uottawa.ca (Mark Israel) writes: cocoa@netcom.com (little 'e') writes: No. No. The library at Alexandria was perhaps the greatest library ever built in the world. The Greeks had a love of wisdom, philo sophos, and this great love was reflected in the Alexandrian library. The Christians got a hold of it and began modifying and purging texts and then the Moslems invaded and either the Christians burned the library to keep",article cocoac ug ksb netcom com cocoa netcom com writes misrael csi uottawa ca mark israel writes cocoa netcom com little writes library alexandria perhaps greatest library ever built world greeks love wisdom philo sophos great love reflected alexandrian library christians got hold began modifying purging texts then moslems invaded either christians burned library keep from falling into moslems hands far more likely since book burners not moslems burned sack city moslems burned either way tremendous amount information lost destruction library alexandria probably one greatest crimes man against man actually hebrew almah young woman translated as hellenistic greek parthenos which not correctly translated into modern technical english term virgin jews not type virginity cult greco romans artemis diana standard text used christians jews masoretic text jews course use text original hebrew without translation propaganda,正面,2003-03-18 20:24:57,7,53,36
639,sci.med,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.med\58886,"Some recent postings remind me that I had read about risks associated with the barbecuing of foods, namely that carcinogens are generated. Is this a valid concern? If so, is it a function of the smoke or the elevated temperatures? Is it a function of the cooking elements, wood or charcoal vs. lava rocks? I wish to know more. Thanks.",recent postings remind me read about risks associated barbecuing foods namely carcinogens generated valid concern if function smoke elevated temperatures function cooking elements wood charcoal vs lava rocks wish know more thanks,中性,2003-03-18 20:24:34,107,99,73
640,rec.autos,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.autos\102821,"The Chevrolet brothers were respected racers & test drivers for the Buick Co. when Durant was there. When the directors kicked Durant out of GM in 1910 he took Chevrolet and others with him. As mentioned before, they founded the successful Chevrolet company. A little-known fact is that the Chevrolet Co. actually took over GM! That was how Durant got back in charge of GM-- legally his new company Chevrolet Co. did the buying, and GM was a division of Chevrolet! After 1920 and into the Sloan era, ",chevrolet brothers respected racers test drivers buick co when durant there when directors kicked durant out gm took chevrolet others him as mentioned before founded successful chevrolet company little known fact chevrolet co actually took over gm how durant got back charge gm legally new company chevrolet co buying gm division chevrolet after into sloan era gm shuffled things gm board superior there always degree autonomy given chevy division presumably because initial structure if look organization chart gm sloan book chevy division reports directly th floor not through passenger car division which covers buick olds cadillac oakland pontiac jeff hagen minor deity worthless auto trivia hagenjd ac wfu edu,正面,2003-03-18 20:24:12,233,168,80
641,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\talk.politics.mideast\76101,"From Israeline 4/16 Two Arabs Killed and Eight IDF Soldiers Wounded in West Bank Car Bomb Explosion Israel Defense Forces Radio, GALEI ZAHAL, reports today that a car bomb explosion in the West Bank today killed two Palestinians and wounded eight IDF soldiers. The blast is believed to be the work of a suicide bomber. Radio reports said a car packed with butane gas exploded between two parked buses, one belonging to the IDF and the other civilian. Both busses went up in flames. The blast killed a",from israeline two arabs killed eight idf soldiers wounded west bank car bomb explosion israel defense forces radio galei zahal reports today car bomb explosion west bank today killed two palestinians wounded eight idf soldiers blast believed work suicide bomber radio reports said car packed butane gas exploded between two parked buses one belonging idf other civilian both busses went up flames blast killed arab man who worked nearby snack bar mehola settlement israel radio report stated other man who killed one who set off bomb according officials haemek hospital afula eight idf soldiers injured blast suffered light moderate injuries arab killed probably from mossad not count as murder naftaly naftaly stramer intergraph electronics internet nstramer dazixco ingr com lookout road suite voice fax boulder co quality everybody job everybody job watch all can,负面,2003-03-18 20:24:49,60,172,21
642,sci.crypt,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.crypt\15481,"Simple -- if you have a choice between: 1. American manufacturers peddling Cripple Chips with a secret untested algorithm whose keys are held by people with a history of untrustworthy behavoir, or 2. Japanese (to pick the obvious example) manufacturers peddling encryption chips with an algorithm that has faced public scrutiny and keys under the control of the user, which would you choose? At most, the American government can deny this choice to American citizens (and probably not that, if the gl",simple if choice between american manufacturers peddling cripple chips secret untested algorithm whose keys held people history untrustworthy behavoir japanese pick obvious example manufacturers peddling encryption chips algorithm faced public scrutiny keys under control user which choose most american government can deny choice american citizens probably not if glorious success war drugs example can much about global market,中性,2003-03-18 20:24:27,201,125,48
